Date,Open,High,Low,Close,Adj Close,Volume
1/2/2014,9598.25,9620.929688,9394.209961,9400.040039,9400.040039,90956900
1/3/2014,9409.660156,9453.480469,9367.990234,9435.150391,9435.150391,58772900
1/6/2014,9419.44043,9468.799805,9399.80957,9428,9428,53653700
1/7/2014,9446.25,9518.719727,9416.860352,9506.200195,9506.200195,79946800
1/8/2014,9512.790039,9516.259766,9467.950195,9497.839844,9497.839844,90140400
1/9/2014,9492.240234,9549.5,9402.799805,9421.610352,9421.610352,98917000
1/10/2014,9473.870117,9529.700195,9441.25,9473.240234,9473.240234,96130400
1/13/2014,9497.919922,9519.299805,9457.30957,9510.169922,9510.169922,85787700
1/14/2014,9391.459961,9540.509766,9381.94043,9540.509766,9540.509766,104777800
1/15/2014,9590.570313,9747.400391,9582.099609,9733.80957,9733.80957,120099000
1/16/2014,9742.209961,9747.370117,9702.969727,9717.709961,9717.709961,87811900
1/17/2014,9718.200195,9789.889648,9709.139648,9742.959961,9742.959961,131098100
1/20/2014,9713.200195,9733.400391,9672.320313,9715.900391,9715.900391,78126100
1/21/2014,9751.980469,9794.049805,9714.019531,9730.120117,9730.120117,80839600
1/22/2014,9752.110352,9765.629883,9677.139648,9720.110352,9720.110352,84234100
1/23/2014,9690.509766,9728.780273,9596.490234,9631.040039,9631.040039,98660400
1/24/2014,9646.650391,9664.240234,9374.080078,9392.019531,9392.019531,125916200
1/27/2014,9389.169922,9402.719727,9310.990234,9349.219727,9349.219727,112554100
1/28/2014,9405.530273,9427.589844,9345.759766,9406.910156,9406.910156,99322000
1/29/2014,9507.349609,9537.629883,9221.299805,9336.730469,9336.730469,126384200
1/30/2014,9343.509766,9415.480469,9266.950195,9373.480469,9373.480469,97748700
1/31/2014,9339.839844,9346.790039,9166.049805,9306.480469,9306.480469,126856500
2/3/2014,9318.769531,9357.580078,9173.55957,9186.519531,9186.519531,105545400
2/4/2014,9126.459961,9166.980469,9071.25,9127.910156,9127.910156,114598200
2/5/2014,9105.280273,9154.719727,9080.870117,9116.320313,9116.320313,95608700
2/6/2014,9166.459961,9274.459961,9128.969727,9256.580078,9256.580078,122685200
2/7/2014,9275.379883,9323.240234,9223.209961,9301.919922,9301.919922,89003400
2/10/2014,9331.709961,9346.129883,9280.179688,9289.860352,9289.860352,59599900
2/11/2014,9338.799805,9478.769531,9338.009766,9478.769531,9478.769531,76248400
2/12/2014,9505.120117,9594.849609,9501.959961,9540,9540,85292300
2/13/2014,9522.660156,9600.639648,9479.860352,9596.769531,9596.769531,93209100
2/14/2014,9615.519531,9677.530273,9593.370117,9662.400391,9662.400391,91504800
2/17/2014,9661.799805,9682.19043,9645.509766,9656.759766,9656.759766,45850100
2/18/2014,9674.799805,9690.969727,9614.400391,9659.780273,9659.780273,58827300
2/19/2014,9641.450195,9695.860352,9596.419922,9660.049805,9660.049805,72892900
2/20/2014,9524.580078,9618.849609,9504.179688,9618.849609,9618.849609,88676900
2/21/2014,9665.080078,9666.150391,9598.030273,9656.950195,9656.950195,78587700
2/24/2014,9619.639648,9708.94043,9602.950195,9708.94043,9708.94043,67953500
2/25/2014,9676.55957,9710.950195,9628.719727,9699.349609,9699.349609,90676100
2/26/2014,9708.5,9720.660156,9612.519531,9661.730469,9661.730469,87277200
2/27/2014,9660.549805,9672.820313,9497.780273,9588.330078,9588.330078,86422200
2/28/2014,9592.900391,9692.080078,9566.040039,9692.080078,9692.080078,83200800
3/3/2014,9553.080078,9554.169922,9358.730469,9358.889648,9358.889648,118040200
3/4/2014,9453.769531,9590.110352,9421.160156,9589.150391,9589.150391,95630200
3/5/2014,9562.389648,9599,9534.429688,9542.019531,9542.019531,73341700
3/6/2014,9577.349609,9587.44043,9505.320313,9542.870117,9542.870117,103682600
3/7/2014,9538.450195,9543.240234,9346.820313,9350.75,9350.75,103246700
3/10/2014,9305.509766,9382.980469,9216.070313,9265.5,9265.5,84875400
3/11/2014,9295.320313,9375.290039,9259.179688,9307.790039,9307.790039,72300800
3/12/2014,9257.129883,9267.099609,9142.540039,9188.69043,9188.69043,107430600
3/13/2014,9200.120117,9226.959961,9017.349609,9017.790039,9017.790039,113773100
3/14/2014,8939.179688,9094.240234,8913.269531,9056.410156,9056.410156,141175500
3/17/2014,9047.490234,9197.80957,9047.490234,9180.889648,9180.889648,86964500
3/18/2014,9172.049805,9315.070313,9105.69043,9242.549805,9242.549805,99301200
3/19/2014,9262.709961,9325.929688,9221.589844,9277.049805,9277.049805,89476800
3/20/2014,9215.700195,9296.900391,9156.629883,9296.120117,9296.120117,96945700
3/21/2014,9300.660156,9376.94043,9288.150391,9342.94043,9342.94043,198583500
3/24/2014,9349.519531,9358.950195,9181.370117,9188.769531,9188.769531,86790900
3/25/2014,9223.919922,9372.070313,9223.900391,9338.400391,9338.400391,82230600
3/26/2014,9367.530273,9488.740234,9360.299805,9448.580078,9448.580078,75841600
3/27/2014,9428.910156,9469.389648,9397.980469,9451.209961,9451.209961,66826100
3/28/2014,9487.120117,9587.19043,9484.900391,9587.19043,9587.19043,70498400
3/31/2014,9621.919922,9634.820313,9543.089844,9555.910156,9555.910156,68772900
4/1/2014,9601.959961,9631.05957,9574.629883,9603.709961,9603.709961,72835100
4/2/2014,9628.759766,9645.599609,9608.459961,9623.360352,9623.360352,73976000
4/3/2014,9620.870117,9689.519531,9591.889648,9628.820313,9628.820313,76385800
4/4/2014,9641.959961,9721.5,9627.740234,9695.769531,9695.769531,75314000
4/7/2014,9585.519531,9608.200195,9496.669922,9510.849609,9510.849609,78800000
4/8/2014,9525.070313,9525.94043,9391.860352,9490.790039,9490.790039,86190900
4/9/2014,9506.75,9542.30957,9480.959961,9506.349609,9506.349609,69917100
4/10/2014,9556.700195,9581.480469,9440.990234,9454.540039,9454.540039,77873700
4/11/2014,9351.200195,9390.44043,9259.429688,9315.290039,9315.290039,100489700
4/14/2014,9248.860352,9339.169922,9214.179688,9339.169922,9339.169922,90916500
4/15/2014,9324.839844,9344.849609,9166.530273,9173.709961,9173.709961,88156800
4/16/2014,9252.299805,9318.969727,9221.480469,9317.820313,9317.820313,78803200
4/17/2014,9311.030273,9417.820313,9277.360352,9409.709961,9409.709961,86295200
4/22/2014,9455.519531,9602.570313,9439.660156,9600.089844,9600.089844,70194100
4/23/2014,9602.120117,9607.839844,9539.620117,9544.19043,9544.19043,61216900
4/24/2014,9597.070313,9645.05957,9410.330078,9548.679688,9548.679688,87813900
4/25/2014,9474.790039,9501.910156,9367.419922,9401.549805,9401.549805,79230200
4/28/2014,9454.839844,9496.839844,9407.650391,9446.360352,9446.360352,67539100
4/29/2014,9521.650391,9596.419922,9480.570313,9584.120117,9584.120117,91467900
4/30/2014,9576.929688,9618.980469,9561.05957,9603.230469,9603.230469,90290900
5/2/2014,9611.790039,9627.379883,9533.299805,9556.019531,9556.019531,88062300
5/5/2014,9536.379883,9548.169922,9407.089844,9529.5,9529.5,61911600
5/6/2014,9570.25,9571.629883,9440.469727,9467.530273,9467.530273,82062900
5/7/2014,9418.5,9554.349609,9410.080078,9521.299805,9521.299805,92732600
5/8/2014,9547.269531,9622.299805,9487.570313,9607.400391,9607.400391,102022500
