Date,Open,High,Low,Close,Adj Close,Volume
2019-08-30,11850.29981,11989.44043,11845.16016,11939.28027,11939.28027,77686500.0
2019-09-02,11939.99023,11994.11035,11929.91016,11953.78027,11953.78027,46207600.0
2019-09-03,11921.94043,11956.69043,11869.28027,11910.86035,11910.86035,66704200.0
2019-09-04,12043.95996,12078.40039,11999.83008,12025.04004,12025.04004,63323800.0
2019-09-05,12117.90039,12151.30957,12084.16992,12126.78027,12126.78027,89831600.0
2019-09-06,12146.0,12205.09961,12131.29004,12191.73047,12191.73047,80411000.0
2019-09-09,12210.87012,12245.11035,12189.59961,12226.09961,12226.09961,74246100.0
2019-09-10,12210.87988,12292.13965,12179.87988,12268.70996,12268.70996,107899800.0
2019-09-11,12341.83984,12394.28027,12317.61035,12359.07031,12359.07031,90579200.0
2019-09-12,12399.40039,12471.83008,12311.80957,12410.25,12410.25,111214300.0
2019-09-13,12412.71973,12494.25,12408.92969,12468.53027,12468.53027,90990500.0
2019-09-16,12387.67969,12421.25,12362.98047,12380.30957,12380.30957,80505200.0
2019-09-17,12370.95996,12392.96973,12303.50977,12372.61035,12372.61035,77784600.0
2019-09-18,12361.23047,12416.04981,12354.49023,12389.62012,12389.62012,70537600.0
2019-09-19,12355.91992,12466.78027,12354.83008,12457.7002,12457.7002,81542000.0
2019-09-20,12462.57031,12490.83984,12418.5,12468.00977,12468.00977,192994000.0
2019-09-23,12432.29981,12441.01953,12264.13965,12342.33008,12342.33008,80383600.0
2019-09-24,12368.95996,12375.30957,12307.15039,12307.15039,12307.15039,60350800.0
2019-09-25,12250.08008,12261.05957,12141.82031,12234.17969,12234.17969,72631600.0
2019-09-26,12227.76953,12313.15039,12223.29004,12288.54004,12288.54004,78923300.0
2019-09-27,12327.79004,12404.46973,12324.70996,12380.94043,12380.94043,66140900.0
2019-09-30,12367.80957,12441.03027,12346.94043,12428.08008,12428.08008,70129900.0
2019-10-01,12469.66992,12497.28027,12263.83008,12263.83008,12263.83008,78839200.0
2019-10-02,12221.74023,12226.86035,11925.25,11925.25,11925.25,95636000.0
2019-10-04,11958.30957,12012.91016,11878.98047,12012.80957,12012.80957,88134300.0
2019-10-07,12008.76953,12105.08984,11969.32031,12097.42969,12097.42969,65614000.0
2019-10-08,12097.88965,12097.94043,11933.01953,11970.2002,11970.2002,80877600.0
2019-10-09,11973.82031,12165.53027,11953.12012,12094.25977,12094.25977,68812700.0
2019-10-10,12082.88965,12202.70996,12029.45996,12164.2002,12164.2002,88437900.0
2019-10-11,12248.87988,12511.65039,12240.94043,12511.65039,12511.65039,100870000.0
2019-10-14,12468.78027,12495.24023,12387.9502,12486.55957,12486.55957,59086900.0
2019-10-15,12565.67969,12682.40039,12511.90039,12629.79004,12629.79004,94185500.0
2019-10-16,12644.17969,12698.37012,12603.83008,12670.11035,12670.11035,99475900.0
2019-10-17,12655.32031,12814.49023,12647.86035,12654.9502,12654.9502,99302200.0
2019-10-18,12637.00977,12700.37988,12603.16992,12633.59961,12633.59961,88676100.0
2019-10-21,12661.92969,12787.34961,12646.28027,12747.95996,12747.95996,80978200.0
2019-10-22,12757.73047,12791.30957,12730.7002,12754.69043,12754.69043,79430700.0
2019-10-23,12702.91992,12819.21973,12699.84961,12798.19043,12798.19043,76218700.0
2019-10-24,12860.62988,12914.24023,12820.66992,12872.09961,12872.09961,84318900.0
2019-10-25,12886.41992,12895.84961,12834.0,12894.50977,12894.50977,59800700.0
2019-10-28,12897.40039,12986.49023,12892.83984,12941.70996,12941.70996,69024100.0
2019-10-29,12946.33984,12951.87988,12897.33984,12939.62012,12939.62012,76948300.0
2019-10-30,12929.41992,12944.25977,12830.33008,12910.23047,12910.23047,100397400.0
2019-10-31,12937.58984,12953.33984,12795.08984,12866.79004,12866.79004,100660900.0
2019-11-01,12912.08984,12992.07031,12896.71973,12961.04981,12961.04981,65905400.0
2019-11-04,13022.9502,13171.16992,13019.17969,13136.28027,13136.28027,84782400.0
2019-11-05,13134.33008,13166.08008,13112.65039,13148.5,13148.5,83190400.0
2019-11-06,13150.94043,13187.66016,13110.91016,13179.88965,13179.88965,80045600.0
2019-11-07,13258.25977,13300.75977,13227.37012,13289.45996,13289.45996,117100600.0
2019-11-08,13248.62012,13278.17969,13195.83008,13228.55957,13228.55957,95599200.0
2019-11-11,13170.17969,13225.62012,13144.08984,13198.37012,13198.37012,72597200.0
2019-11-12,13243.53027,13308.25977,13214.66016,13283.50977,13283.50977,82741400.0
2019-11-13,13244.04981,13273.82031,13139.25,13230.07031,13230.07031,77193800.0
2019-11-14,13198.33008,13219.29981,13159.69043,13180.23047,13180.23047,81582700.0
2019-11-15,13261.71973,13261.71973,13172.88965,13241.75,13241.75,81039800.0
2019-11-18,13255.78027,13282.41016,13137.87988,13207.00977,13207.00977,69775200.0
2019-11-19,13235.28027,13374.26953,13187.91016,13221.12012,13221.12012,68664200.0
2019-11-20,13127.4502,13182.21973,13071.33008,13158.13965,13158.13965,68735300.0
2019-11-21,13083.0,13171.84961,13043.90039,13137.7002,13137.7002,74515800.0
2019-11-22,13145.76953,13244.57031,13120.62988,13163.87988,13163.87988,74716200.0
2019-11-25,13247.50977,13268.96973,13210.25,13246.4502,13246.4502,54920200.0
2019-11-26,13256.40039,13261.98047,13193.75,13236.41992,13236.41992,89580100.0
2019-11-27,13291.08984,13314.91992,13219.42969,13287.07031,13287.07031,67304300.0
2019-11-28,13247.61035,13259.29004,13215.70996,13245.58008,13245.58008,36771000.0
2019-11-29,13179.25,13290.33008,13165.07031,13236.37988,13236.37988,71753700.0
2019-12-02,13264.92969,13338.25,12954.5,12964.67969,12964.67969,105692200.0
2019-12-03,13039.61035,13086.03027,12927.07031,12989.29004,12989.29004,87003100.0
2019-12-04,12998.66016,13157.36035,12995.32031,13140.57031,13140.57031,68441900.0
2019-12-05,13144.37988,13188.63965,13054.79981,13054.79981,13054.79981,54216400.0
2019-12-06,13087.50977,13171.20996,13055.98047,13166.58008,13166.58008,60141700.0
2019-12-09,13147.57031,13170.76953,13100.24023,13105.61035,13105.61035,50345100.0
2019-12-10,13065.83008,13091.70996,12886.54981,13070.71973,13070.71973,80064000.0
2019-12-11,13075.42969,13169.76953,13042.7002,13146.74023,13146.74023,69220500.0
2019-12-12,13167.55957,13287.80957,13105.07031,13221.63965,13221.63965,83998800.0
2019-12-13,13383.25977,13423.41016,13255.54981,13282.71973,13282.71973,106137100.0
2019-12-16,13349.86035,13425.84961,13338.37988,13407.66016,13407.66016,71200800.0
2019-12-17,13391.26953,13394.46973,13269.42969,13287.83008,13287.83008,79260500.0
2019-12-18,13266.34961,13286.0,13215.87988,13222.16016,13222.16016,71001000.0
2019-12-19,13226.7002,13248.98047,13140.21973,13211.95996,13211.95996,84018200.0
2019-12-20,13210.25977,13324.11035,13201.79981,13318.90039,13318.90039,170723200.0
2019-12-23,13304.76953,13331.86035,13285.54981,13300.98047,13300.98047,56215400.0
2019-12-27,13338.32031,13381.44043,13311.51953,13337.11035,13337.11035,43758600.0
2019-12-30,13301.42969,13316.62012,13244.16992,13249.00977,13249.00977,31427400.0
2020-01-02,13233.70996,13425.03027,13225.16016,13385.92969,13385.92969,75341400.0
2020-01-03,13266.38965,13282.74023,13120.71973,13219.13965,13219.13965,80793400.0
2020-01-06,13085.49023,13143.11035,12948.16992,13126.99023,13126.99023,71778600.0
2020-01-07,13199.58984,13283.87988,13166.40039,13226.83008,13226.83008,78282300.0
2020-01-08,13140.49023,13334.04004,13106.26953,13320.17969,13320.17969,88178800.0
2020-01-09,13474.75977,13523.33984,13456.78027,13495.05957,13495.05957,86965600.0
2020-01-10,13533.45996,13548.2002,13483.30957,13483.30957,13483.30957,77941000.0
2020-01-13,13521.86035,13529.20996,13404.71973,13451.51953,13451.51953,67208300.0
2020-01-14,13439.2002,13487.90039,13362.2002,13456.49023,13456.49023,74555400.0
2020-01-15,13444.9502,13458.91016,13388.48047,13432.29981,13432.29981,72046400.0
2020-01-16,13463.45996,13492.74023,13382.98047,13429.42969,13429.42969,39611800.0
2020-01-17,13513.48047,13557.78027,13497.29981,13526.12988,13526.12988,86342800.0
2020-01-20,13503.83008,13550.83008,13487.20996,13548.94043,13548.94043,52882400.0
2020-01-21,13456.90039,13560.67969,13443.25,13555.87012,13555.87012,64630900.0
2020-01-22,13601.65039,13640.05957,13498.03027,13515.75,13515.75,73130700.0
2020-01-23,13455.90039,13486.13965,13382.23047,13388.41992,13388.41992,90749900.0
2020-01-24,13512.83984,13604.84961,13510.79004,13576.67969,13576.67969,87986400.0
2020-01-27,13374.99023,13399.41992,13195.28027,13204.76953,13204.76953,101409200.0
2020-01-28,13274.00977,13327.12012,13163.36035,13323.69043,13323.69043,91825300.0
2020-01-29,13316.41992,13371.29981,13296.03027,13345.0,13345.0,67876800.0
2020-01-30,13186.49023,13262.17969,13118.96973,13157.12012,13157.12012,100706100.0
2020-01-31,13196.79981,13208.46973,12973.7002,12981.96973,12981.96973,106903800.0
2020-02-03,13033.16992,13077.57031,12987.53027,13045.19043,13045.19043,81389100.0
2020-02-04,13135.61035,13282.62988,13131.07031,13281.74023,13281.74023,80887400.0
2020-02-05,13224.26953,13488.58008,13223.13965,13478.33008,13478.33008,108453900.0
2020-02-06,13570.33008,13606.96973,13533.66016,13574.82031,13574.82031,114567900.0
2020-02-07,13530.76953,13551.03027,13463.98047,13513.80957,13513.80957,87036900.0
2020-02-10,13476.0,13501.74023,13445.41016,13494.03027,13494.03027,60456500.0
2020-02-11,13604.74023,13668.42969,13557.95996,13627.83984,13627.83984,104753500.0
2020-02-12,13671.15039,13758.7002,13658.15039,13749.78027,13749.78027,86733300.0
2020-02-13,13695.92969,13745.42969,13576.95996,13745.42969,13745.42969,92087000.0
2020-02-14,13756.46973,13788.50977,13728.12012,13744.20996,13744.20996,66314900.0
2020-02-17,13770.66992,13795.24023,13754.04004,13783.88965,13783.88965,57400100.0
2020-02-18,13668.94043,13731.38965,13660.4502,13681.19043,13681.19043,82088700.0
2020-02-19,13751.04981,13789.0,13710.78027,13789.0,13789.0,90192900.0
2020-02-20,13774.44043,13788.41016,13664.0,13664.0,13664.0,86435200.0
2020-02-21,13609.94043,13689.23047,13500.5,13579.33008,13579.33008,108765400.0
2020-02-24,13231.37988,13236.58008,12982.13965,13035.24023,13035.24023,165148900.0
2020-02-25,13132.04004,13132.04004,12778.66016,12790.49023,12790.49023,129552500.0
2020-02-26,12682.16016,12849.16992,12368.04981,12774.87988,12774.87988,163618900.0
2020-02-27,12526.59961,12593.62012,12211.62988,12367.45996,12367.45996,191240900.0
2020-02-28,11891.87012,12008.58984,11724.12012,11890.34961,11890.34961,274623700.0
2020-03-02,12030.26953,12121.59961,11624.62988,11857.87012,11857.87012,207214100.0
2020-03-03,12013.05957,12272.99023,11906.82031,11985.38965,11985.38965,195936600.0
2020-03-04,11992.58984,12199.82031,11929.24023,12127.69043,12127.69043,147845700.0
2020-03-05,12191.41016,12207.76953,11844.87988,11944.71973,11944.71973,148086000.0
2020-03-06,11694.55957,11769.84961,11447.2002,11541.87012,11541.87012,195038500.0
2020-03-09,10690.08008,10995.21973,10556.63965,10625.01953,10625.01953,305324300.0
2020-03-10,10724.98047,11032.29004,10423.90039,10475.49023,10475.49023,267400800.0
2020-03-11,10601.84961,10761.42969,10390.50977,10438.67969,10438.67969,216708900.0
2020-03-12,9863.990234,9932.55957,9139.120117,9161.129883,9161.129883,390477000.0
2020-03-13,9480.780273,9985.740234,9064.679688,9232.080078,9232.080078,325900900.0
2020-03-16,8728.480469,8967.110352,8255.650391,8742.25,8742.25,302202400.0
2020-03-17,9141.169922,9145.929688,8423.55957,8939.099609,8939.099609,220092600.0
2020-03-18,8613.349609,8670.410156,8400.179688,8441.709961,8441.709961,207558900.0
2020-03-19,8495.94043,8668.480469,8257.530273,8610.429688,8610.429688,205539300.0
2020-03-20,9080.490234,9201.070313,8838.299805,8928.950195,8928.950195,286466000.0
2020-03-23,8536.330078,9071.139648,8480.280273,8741.150391,8741.150391,197208600.0
2020-03-24,9242.05957,9700.570313,9102.169922,9700.570313,9700.570313,203840700.0
2020-03-25,9987.370117,10137.62012,9460.910156,9874.259766,9874.259766,204692500.0
2020-03-26,9621.240234,10000.95996,9526.169922,10000.95996,10000.95996,160450300.0
2020-03-27,9793.5,9886.179688,9541.830078,9632.519531,9632.519531,156138300.0
2020-03-30,9725.879883,9817.509766,9453.790039,9815.969727,9815.969727,131120200.0
2020-03-31,9970.790039,10096.41992,9703.879883,9935.839844,9935.839844,151505700.0
2020-04-01,9610.669922,9686.459961,9498.049805,9544.75,9544.75,132862200.0
2020-04-02,9587.450195,9650.269531,9337.019531,9570.820313,9570.820313,144225800.0
2020-04-03,9535.269531,9626.719727,9470.200195,9525.769531,9525.769531,116245300.0
2020-04-06,9889.030273,10097.30957,9841.490234,10075.16992,10075.16992,126692200.0
2020-04-07,10464.11035,10590.41016,10225.01953,10356.7002,10356.7002,149513100.0
2020-04-08,10301.55957,10340.79004,10198.21973,10332.88965,10332.88965,102430700.0
2020-04-09,10490.65039,10649.79004,10311.7002,10564.74023,10564.74023,134477100.0
2020-04-14,10733.96973,10820.16992,10658.95996,10696.55957,10696.55957,106043700.0
2020-04-15,10678.19043,10678.19043,10243.11035,10279.75977,10279.75977,133088500.0
2020-04-16,10420.25977,10438.37012,10236.24023,10301.54004,10301.54004,106131500.0
2020-04-17,10607.34961,10756.78027,10542.70996,10625.78027,10625.78027,143341400.0
2020-04-20,10704.34961,10707.30957,10444.54981,10675.90039,10675.90039,103611100.0
2020-04-21,10519.44043,10524.73047,10249.84961,10249.84961,10249.84961,121194400.0
2020-04-22,10370.25,10425.01953,10321.2002,10415.03027,10415.03027,92389500.0
2020-04-23,10437.37988,10608.38965,10325.11035,10513.79004,10513.79004,97907700.0
2020-04-24,10299.30957,10486.46973,10299.30957,10336.08984,10336.08984,120035000.0
2020-04-27,10551.07031,10660.36035,10523.09961,10659.99023,10659.99023,122476600.0
2020-04-28,10658.46973,10897.82031,10651.58008,10795.62988,10795.62988,146549900.0
2020-04-29,10812.74023,11125.34961,10789.51953,11107.74023,11107.74023,145350700.0
2020-04-30,11195.20996,11235.57031,10839.29981,10861.63965,10861.63965,162733400.0
2020-05-04,10543.36035,10578.42969,10426.05957,10466.79981,10466.79981,140425100.0
2020-05-05,10627.07031,10736.9502,10518.94043,10729.45996,10729.45996,103766700.0
2020-05-06,10716.50977,10773.86035,10598.90039,10606.2002,10606.2002,94905700.0
2020-05-07,10640.76953,10761.86035,10617.23047,10759.26953,10759.26953,102151600.0
2020-05-08,10882.44043,10918.32031,10819.07031,10904.48047,10904.48047,81795700.0
2020-05-11,10948.24023,10986.21973,10740.82031,10824.99023,10824.99023,88080900.0
2020-05-12,10777.74023,10886.00977,10772.58008,10819.5,10819.5,88857600.0
2020-05-13,10669.99023,10698.12988,10530.32031,10542.66016,10542.66016,108739000.0
2020-05-14,10418.04004,10474.08008,10160.88965,10337.01953,10337.01953,133623600.0
2020-05-15,10470.84961,10547.19043,10382.54004,10465.16992,10465.16992,116082600.0
2020-05-18,10683.86035,11089.5,10677.51953,11058.87012,11058.87012,118984900.0
2020-05-19,11200.91992,11201.17969,10936.07031,11075.29004,11075.29004,125543400.0
2020-05-20,11029.33008,11246.91016,10978.57031,11223.70996,11223.70996,98827200.0
2020-05-21,11088.12012,11194.91992,11036.91016,11065.92969,11065.92969,73570300.0
